Week_Index,Partner,SKU,Category,Planned_Units,Planned_Revenue,Planned_GM_Dollars
94,Macy's,SKU00449,Graphic Tees,6,151.62,96.84
94,Macy's,SKU00456,Tops & Blouses,23,641.93,352.36
94,Macy's,SKU00463,Accessories,7,82.6,54.6
94,Macy's,SKU00468,Loungewear,8,410.56,235.6
94,Macy's,SKU00475,Tops & Blouses,3,116.76,64.41
94,Macy's,SKU00484,Activewear,2,73.28,36.86
94,Macy's,SKU00493,Aerie Intimates,13,273.26,146.64
94,Macy's,SKU00511,Outerwear,15,944.4,426.75
94,Macy's,SKU00531,Loungewear,8,163.2,88.32
94,Macy's,SKU00536,Seasonal Capsule,3,144.33,78.12
94,Macy's,SKU00551,Tops & Blouses,12,596.76,354.72
94,Macy's,SKU00559,Accessories,4,98.88,64.32
94,Macy's,SKU00571,Tops & Blouses,33,1146.09,626.67
95,Macy's,SKU00007,Men's Denim,4,278.32,154.4
95,Macy's,SKU00019,Graphic Tees,7,119.21,75.81
95,Macy's,SKU00051,Seasonal Capsule,2,126.1,56.94
95,Macy's,SKU00054,Loungewear,1,29.5,16.9
95,Macy's,SKU00057,Men's Denim,7,351.26,192.5
95,Macy's,SKU00060,Aerie Intimates,2,65.1,37.28
95,Macy's,SKU00063,Loungewear,1,55.24,30.54
95,Macy's,SKU00088,Activewear,2,97.7,50.4
95,Macy's,SKU00094,Outerwear,5,430.95,208.0
95,Macy's,SKU00098,Graphic Tees,4,84.28,50.28
95,Macy's,SKU00104,Tops & Blouses,8,335.92,194.8
95,Macy's,SKU00105,Seasonal Capsule,8,683.44,344.32
95,Macy's,SKU00115,Activewear,14,912.8,506.1
95,Macy's,SKU00133,Men's Denim,2,140.8,78.66
95,Macy's,SKU00154,Tops & Blouses,1,36.89,19.07
95,Macy's,SKU00202,Men's Denim,1,63.72,30.46
95,Macy's,SKU00206,Men's Denim,4,290.68,161.0
95,Macy's,SKU00235,Women's Denim,8,365.44,204.24
95,Macy's,SKU00238,Men's Denim,5,305.4,146.55
95,Macy's,SKU00240,Women's Denim,3,179.34,104.4
95,Macy's,SKU00252,Graphic Tees,1,19.48,12.61
95,Macy's,SKU00264,Tops & Blouses,1,38.12,22.31
95,Macy's,SKU00266,Accessories,1,21.39,12.23
95,Macy's,SKU00275,Tops & Blouses,8,304.48,183.36
95,Macy's,SKU00282,Aerie Intimates,13,439.92,244.79
95,Macy's,SKU00293,Loungewear,8,396.0,244.96
95,Macy's,SKU00298,Women's Denim,6,311.22,167.64
95,Macy's,SKU00309,Accessories,4,134.2,77.28
95,Macy's,SKU00328,Outerwear,9,1014.48,449.28
95,Macy's,SKU00350,Activewear,3,83.82,43.86
95,Macy's,SKU00357,Men's Denim,2,135.22,74.56
95,Macy's,SKU00368,Seasonal Capsule,6,196.08,94.74
95,Macy's,SKU00399,Accessories,1,29.72,19.28
95,Macy's,SKU00413,Seasonal Capsule,6,211.8,95.58
95,Macy's,SKU00416,Tops & Blouses,4,140.48,83.68
95,Macy's,SKU00420,Accessories,1,39.7,23.96
95,Macy's,SKU00439,Activewear,11,418.77,242.55
95,Macy's,SKU00449,Graphic Tees,6,151.62,96.84
95,Macy's,SKU00456,Tops & Blouses,21,586.11,321.72
95,Macy's,SKU00468,Loungewear,8,410.56,235.6
95,Macy's,SKU00475,Tops & Blouses,3,116.76,64.41
95,Macy's,SKU00484,Activewear,2,73.28,36.86
95,Macy's,SKU00493,Aerie Intimates,11,231.22,124.08
95,Macy's,SKU00511,Outerwear,16,1007.36,455.2
95,Macy's,SKU00536,Seasonal Capsule,4,192.44,104.16
95,Macy's,SKU00551,Tops & Blouses,11,547.03,325.16
95,Macy's,SKU00559,Accessories,4,98.88,64.32
95,Macy's,SKU00571,Tops & Blouses,30,1041.9,569.7
96,Macy's,SKU00007,Men's Denim,4,278.32,154.4
96,Macy's,SKU00019,Graphic Tees,7,119.21,75.81
96,Macy's,SKU00051,Seasonal Capsule,3,189.15,85.41
96,Macy's,SKU00054,Loungewear,1,29.5,16.9
96,Macy's,SKU00057,Men's Denim,7,351.26,192.5
96,Macy's,SKU00060,Aerie Intimates,2,65.1,37.28
96,Macy's,SKU00088,Activewear,2,97.7,50.4
96,Macy's,SKU00094,Outerwear,4,344.76,166.4
96,Macy's,SKU00098,Graphic Tees,4,84.28,50.28
96,Macy's,SKU00104,Tops & Blouses,10,419.9,243.5
96,Macy's,SKU00105,Seasonal Capsule,9,768.87,387.36
96,Macy's,SKU00115,Activewear,16,1043.2,578.4
96,Macy's,SKU00133,Men's Denim,2,140.8,78.66
96,Macy's,SKU00154,Tops & Blouses,1,36.89,19.07
96,Macy's,SKU00202,Men's Denim,1,63.72,30.46
96,Macy's,SKU00235,Women's Denim,7,319.76,178.71
96,Macy's,SKU00238,Men's Denim,5,305.4,146.55
96,Macy's,SKU00252,Graphic Tees,1,19.48,12.61
96,Macy's,SKU00264,Tops & Blouses,1,38.12,22.31
96,Macy's,SKU00266,Accessories,2,42.78,24.46
96,Macy's,SKU00275,Tops & Blouses,10,380.6,229.2
96,Macy's,SKU00282,Aerie Intimates,13,439.92,244.79
96,Macy's,SKU00293,Loungewear,8,396.0,244.96
96,Macy's,SKU00309,Accessories,5,167.75,96.6
96,Macy's,SKU00328,Outerwear,8,901.76,399.36
96,Macy's,SKU00350,Activewear,3,83.82,43.86
96,Macy's,SKU00357,Men's Denim,2,135.22,74.56
96,Macy's,SKU00368,Seasonal Capsule,6,196.08,94.74
96,Macy's,SKU00399,Accessories,1,29.72,19.28
96,Macy's,SKU00413,Seasonal Capsule,6,211.8,95.58
96,Macy's,SKU00416,Tops & Blouses,5,175.6,104.6
96,Macy's,SKU00420,Accessories,1,39.7,23.96
96,Macy's,SKU00449,Graphic Tees,5,126.35,80.7
96,Macy's,SKU00456,Tops & Blouses,26,725.66,398.32
96,Macy's,SKU00475,Tops & Blouses,3,116.76,64.41
96,Macy's,SKU00484,Activewear,2,73.28,36.86
96,Macy's,SKU00493,Aerie Intimates,11,231.22,124.08
96,Macy's,SKU00511,Outerwear,14,881.44,398.3
96,Macy's,SKU00536,Seasonal Capsule,4,192.44,104.16
96,Macy's,SKU00551,Tops & Blouses,13,646.49,384.28
96,Macy's,SKU00559,Accessories,5,123.6,80.4
96,Macy's,SKU00571,Tops & Blouses,37,1285.01,702.63
97,Macy's,SKU00019,Graphic Tees,7,119.21,75.81
97,Macy's,SKU00051,Seasonal Capsule,2,126.1,56.94
97,Macy's,SKU00057,Men's Denim,8,401.44,220.0
97,Macy's,SKU00060,Aerie Intimates,2,65.1,37.28
97,Macy's,SKU00088,Activewear,2,97.7,50.4
97,Macy's,SKU00098,Graphic Tees,4,84.28,50.28
97,Macy's,SKU00104,Tops & Blouses,11,461.89,267.85
97,Macy's,SKU00105,Seasonal Capsule,7,598.01,301.28
97,Macy's,SKU00115,Activewear,15,978.0,542.25
97,Macy's,SKU00133,Men's Denim,3,211.2,117.99
97,Macy's,SKU00154,Tops & Blouses,1,36.89,19.07
97,Macy's,SKU00202,Men's Denim,2,127.44,60.92
97,Macy's,SKU00235,Women's Denim,7,319.76,178.71
97,Macy's,SKU00238,Men's Denim,6,366.48,175.86
97,Macy's,SKU00252,Graphic Tees,1,19.48,12.61
97,Macy's,SKU00264,Tops & Blouses,1,38.12,22.31
97,Macy's,SKU00275,Tops & Blouses,11,418.66,252.12
97,Macy's,SKU00282,Aerie Intimates,14,473.76,263.62
97,Macy's,SKU00293,Loungewear,7,346.5,214.34
97,Macy's,SKU00328,Outerwear,9,1014.48,449.28
97,Macy's,SKU00350,Activewear,3,83.82,43.86
97,Macy's,SKU00357,Men's Denim,2,135.22,74.56
97,Macy's,SKU00368,Seasonal Capsule,5,163.4,78.95
97,Macy's,SKU00399,Accessories,1,29.72,19.28
97,Macy's,SKU00413,Seasonal Capsule,5,176.5,79.65
97,Macy's,SKU00416,Tops & Blouses,6,210.72,125.52
97,Macy's,SKU00420,Accessories,1,39.7,23.96
97,Macy's,SKU00449,Graphic Tees,5,126.35,80.7
97,Macy's,SKU00456,Tops & Blouses,29,809.39,444.28
97,Macy's,SKU00475,Tops & Blouses,4,155.68,85.88
97,Macy's,SKU00484,Activewear,2,73.28,36.86
97,Macy's,SKU00493,Aerie Intimates,12,252.24,135.36
97,Macy's,SKU00511,Outerwear,16,1007.36,455.2
97,Macy's,SKU00536,Seasonal Capsule,3,144.33,78.12
97,Macy's,SKU00551,Tops & Blouses,15,745.95,443.4
97,Macy's,SKU00559,Accessories,4,98.88,64.32
97,Macy's,SKU00571,Tops & Blouses,42,1458.66,797.58
98,Macy's,SKU00019,Graphic Tees,7,119.21,75.81
98,Macy's,SKU00051,Seasonal Capsule,2,126.1,56.94
98,Macy's,SKU00057,Men's Denim,9,451.62,247.5
98,Macy's,SKU00060,Aerie Intimates,2,65.1,37.28
98,Macy's,SKU00088,Activewear,2,97.7,50.4
98,Macy's,SKU00104,Tops & Blouses,8,335.92,194.8
98,Macy's,SKU00105,Seasonal Capsule,6,512.58,258.24
98,Macy's,SKU00115,Activewear,15,978.0,542.25
98,Macy's,SKU00133,Men's Denim,3,211.2,117.99
98,Macy's,SKU00154,Tops & Blouses,1,36.89,19.07
98,Macy's,SKU00202,Men's Denim,2,127.44,60.92
98,Macy's,SKU00235,Women's Denim,7,319.76,178.71
98,Macy's,SKU00264,Tops & Blouses,1,38.12,22.31
98,Macy's,SKU00275,Tops & Blouses,8,304.48,183.36
98,Macy's,SKU00282,Aerie Intimates,14,473.76,263.62
98,Macy's,SKU00293,Loungewear,8,396.0,244.96
98,Macy's,SKU00328,Outerwear,8,901.76,399.36
98,Macy's,SKU00350,Activewear,3,83.82,43.86
98,Macy's,SKU00357,Men's Denim,2,135.22,74.56
98,Macy's,SKU00368,Seasonal Capsule,5,163.4,78.95
98,Macy's,SKU00399,Accessories,1,29.72,19.28
98,Macy's,SKU00413,Seasonal Capsule,4,141.2,63.72
98,Macy's,SKU00416,Tops & Blouses,4,140.48,83.68
98,Macy's,SKU00420,Accessories,1,39.7,23.96
98,Macy's,SKU00449,Graphic Tees,5,126.35,80.7
98,Macy's,SKU00484,Activewear,2,73.28,36.86
98,Macy's,SKU00511,Outerwear,14,881.44,398.3
98,Macy's,SKU00536,Seasonal Capsule,3,144.33,78.12
98,Macy's,SKU00559,Accessories,5,123.6,80.4
98,Macy's,SKU00571,Tops & Blouses,30,1041.9,569.7
99,Macy's,SKU00051,Seasonal Capsule,2,126.1,56.94
99,Macy's,SKU00057,Men's Denim,8,401.44,220.0
99,Macy's,SKU00060,Aerie Intimates,3,97.65,55.92
99,Macy's,SKU00088,Activewear,2,97.7,50.4
99,Macy's,SKU00104,Tops & Blouses,10,419.9,243.5
99,Macy's,SKU00105,Seasonal Capsule,8,683.44,344.32
99,Macy's,SKU00115,Activewear,19,1238.8,686.85
99,Macy's,SKU00154,Tops & Blouses,1,36.89,19.07
99,Macy's,SKU00202,Men's Denim,2,127.44,60.92
99,Macy's,SKU00235,Women's Denim,8,365.44,204.24
99,Macy's,SKU00264,Tops & Blouses,1,38.12,22.31
99,Macy's,SKU00282,Aerie Intimates,16,541.44,301.28
99,Macy's,SKU00293,Loungewear,8,396.0,244.96
99,Macy's,SKU00328,Outerwear,9,1014.48,449.28
99,Macy's,SKU00357,Men's Denim,2,135.22,74.56
99,Macy's,SKU00368,Seasonal Capsule,6,196.08,94.74
99,Macy's,SKU00399,Accessories,1,29.72,19.28
99,Macy's,SKU00413,Seasonal Capsule,6,211.8,95.58
99,Macy's,SKU00416,Tops & Blouses,5,175.6,104.6
99,Macy's,SKU00420,Accessories,1,39.7,23.96
99,Macy's,SKU00449,Graphic Tees,5,126.35,80.7
99,Macy's,SKU00484,Activewear,2,73.28,36.86
99,Macy's,SKU00511,Outerwear,16,1007.36,455.2
99,Macy's,SKU00559,Accessories,5,123.6,80.4
99,Macy's,SKU00571,Tops & Blouses,40,1389.2,759.6
100,Macy's,SKU00051,Seasonal Capsule,2,126.1,56.94
100,Macy's,SKU00057,Men's Denim,8,401.44,220.0
100,Macy's,SKU00104,Tops & Blouses,10,419.9,243.5
100,Macy's,SKU00105,Seasonal Capsule,8,683.44,344.32
100,Macy's,SKU00115,Activewear,19,1238.8,686.85
100,Macy's,SKU00154,Tops & Blouses,1,36.89,19.07
100,Macy's,SKU00202,Men's Denim,2,127.44,60.92
100,Macy's,SKU00264,Tops & Blouses,1,38.12,22.31
100,Macy's,SKU00282,Aerie Intimates,13,439.92,244.79
100,Macy's,SKU00293,Loungewear,6,297.0,183.72
100,Macy's,SKU00357,Men's Denim,2,135.22,74.56
100,Macy's,SKU00368,Seasonal Capsule,6,196.08,94.74
100,Macy's,SKU00399,Accessories,1,29.72,19.28
100,Macy's,SKU00413,Seasonal Capsule,6,211.8,95.58
100,Macy's,SKU00416,Tops & Blouses,5,175.6,104.6
100,Macy's,SKU00420,Accessories,1,39.7,23.96
100,Macy's,SKU00449,Graphic Tees,5,126.35,80.7
100,Macy's,SKU00559,Accessories,4,98.88,64.32
100,Macy's,SKU00571,Tops & Blouses,39,1354.47,740.61
101,Macy's,SKU00051,Seasonal Capsule,2,126.1,56.94
101,Macy's,SKU00057,Men's Denim,8,401.44,220.0
101,Macy's,SKU00104,Tops & Blouses,9,377.91,219.15
101,Macy's,SKU00115,Activewear,18,1173.6,650.7
101,Macy's,SKU00154,Tops & Blouses,1,36.89,19.07
101,Macy's,SKU00264,Tops & Blouses,1,38.12,22.31
101,Macy's,SKU00282,Aerie Intimates,18,609.12,338.94
101,Macy's,SKU00293,Loungewear,8,396.0,244.96
101,Macy's,SKU00368,Seasonal Capsule,5,163.4,78.95
101,Macy's,SKU00399,Accessories,1,29.72,19.28
101,Macy's,SKU00413,Seasonal Capsule,5,176.5,79.65
101,Macy's,SKU00416,Tops & Blouses,5,175.6,104.6
101,Macy's,SKU00449,Graphic Tees,6,151.62,96.84
101,Macy's,SKU00559,Accessories,5,123.6,80.4
101,Macy's,SKU00571,Tops & Blouses,35,1215.55,664.65
102,Macy's,SKU00051,Seasonal Capsule,2,126.1,56.94
102,Macy's,SKU00057,Men's Denim,9,451.62,247.5
102,Macy's,SKU00154,Tops & Blouses,1,36.89,19.07
102,Macy's,SKU00264,Tops & Blouses,1,38.12,22.31
102,Macy's,SKU00282,Aerie Intimates,13,439.92,244.79
102,Macy's,SKU00368,Seasonal Capsule,5,163.4,78.95
102,Macy's,SKU00399,Accessories,1,29.72,19.28
102,Macy's,SKU00413,Seasonal Capsule,5,176.5,79.65
102,Macy's,SKU00449,Graphic Tees,6,151.62,96.84
102,Macy's,SKU00559,Accessories,5,123.6,80.4
102,Macy's,SKU00571,Tops & Blouses,36,1250.28,683.64
103,Macy's,SKU00051,Seasonal Capsule,2,126.1,56.94
103,Macy's,SKU00154,Tops & Blouses,1,36.89,19.07
103,Macy's,SKU00264,Tops & Blouses,1,38.12,22.31
103,Macy's,SKU00368,Seasonal Capsule,5,163.4,78.95
103,Macy's,SKU00413,Seasonal Capsule,5,176.5,79.65
103,Macy's,SKU00559,Accessories,5,123.6,80.4
1,Nordstrom,SKU00218,Accessories,2,54.34,34.14
1,Nordstrom,SKU00307,Tops & Blouses,1,28.38,15.29
1,Nordstrom,SKU00460,Men's Denim,1,59.31,31.79
1,Nordstrom,SKU00470,Seasonal Capsule,8,748.72,388.32
1,Nordstrom,SKU00556,Graphic Tees,4,53.4,32.4
2,Nordstrom,SKU00003,Accessories,6,88.14,52.92
2,Nordstrom,SKU00022,Women's Denim,3,122.64,63.3
2,Nordstrom,SKU00039,Activewear,1,27.12,13.82
2,Nordstrom,SKU00161,Graphic Tees,17,340.51,193.29
2,Nordstrom,SKU00218,Accessories,2,54.34,34.14
2,Nordstrom,SKU00273,Loungewear,1,28.16,16.1
2,Nordstrom,SKU00307,Tops & Blouses,1,28.38,15.29
2,Nordstrom,SKU00343,Women's Denim,2,83.9,44.06
2,Nordstrom,SKU00358,Outerwear,5,553.25,251.95
2,Nordstrom,SKU00460,Men's Denim,1,59.31,31.79
2,Nordstrom,SKU00470,Seasonal Capsule,8,748.72,388.32
2,Nordstrom,SKU00553,Outerwear,1,120.58,60.42
2,Nordstrom,SKU00556,Graphic Tees,5,66.75,40.5
2,Nordstrom,SKU00567,Graphic Tees,10,299.0,188.9
3,Nordstrom,SKU00003,Accessories,6,88.14,52.92
3,Nordstrom,SKU00022,Women's Denim,3,122.64,63.3
3,Nordstrom,SKU00024,Graphic Tees,3,72.27,39.81
3,Nordstrom,SKU00039,Activewear,2,54.24,27.64
3,Nordstrom,SKU00130,Tops & Blouses,3,62.04,35.94
3,Nordstrom,SKU00161,Graphic Tees,14,280.42,159.18
3,Nordstrom,SKU00218,Accessories,2,54.34,34.14
3,Nordstrom,SKU00273,Loungewear,1,28.16,16.1
3,Nordstrom,SKU00307,Tops & Blouses,1,28.38,15.29
3,Nordstrom,SKU00339,Tops & Blouses,1,25.45,13.35
3,Nordstrom,SKU00343,Women's Denim,2,83.9,44.06
3,Nordstrom,SKU00345,Graphic Tees,3,67.35,41.61
3,Nordstrom,SKU00358,Outerwear,4,442.6,201.56
3,Nordstrom,SKU00360,Outerwear,3,381.12,185.55
3,Nordstrom,SKU00460,Men's Denim,1,59.31,31.79
3,Nordstrom,SKU00470,Seasonal Capsule,8,748.72,388.32
3,Nordstrom,SKU00553,Outerwear,1,120.58,60.42
3,Nordstrom,SKU00556,Graphic Tees,4,53.4,32.4
3,Nordstrom,SKU00567,Graphic Tees,8,239.2,151.12
4,Nordstrom,SKU00003,Accessories,5,73.45,44.1
4,Nordstrom,SKU00022,Women's Denim,3,122.64,63.3
4,Nordstrom,SKU00024,Graphic Tees,3,72.27,39.81
4,Nordstrom,SKU00039,Activewear,2,54.24,27.64
4,Nordstrom,SKU00130,Tops & Blouses,2,41.36,23.96
4,Nordstrom,SKU00161,Graphic Tees,15,300.45,170.55
4,Nordstrom,SKU00183,Seasonal Capsule,1,63.09,34.32
4,Nordstrom,SKU00203,Women's Denim,11,510.07,300.3
4,Nordstrom,SKU00218,Accessories,2,54.34,34.14
4,Nordstrom,SKU00273,Loungewear,1,28.16,16.1
4,Nordstrom,SKU00280,Accessories,3,54.24,33.09
4,Nordstrom,SKU00307,Tops & Blouses,1,28.38,15.29
4,Nordstrom,SKU00339,Tops & Blouses,1,25.45,13.35
4,Nordstrom,SKU00343,Women's Denim,2,83.9,44.06
4,Nordstrom,SKU00345,Graphic Tees,3,67.35,41.61
4,Nordstrom,SKU00358,Outerwear,4,442.6,201.56
4,Nordstrom,SKU00360,Outerwear,3,381.12,185.55
4,Nordstrom,SKU00363,Tops & Blouses,3,113.43,66.18
4,Nordstrom,SKU00460,Men's Denim,1,59.31,31.79
4,Nordstrom,SKU00470,Seasonal Capsule,9,842.31,436.86
4,Nordstrom,SKU00496,Graphic Tees,9,141.21,82.53
4,Nordstrom,SKU00553,Outerwear,1,120.58,60.42
4,Nordstrom,SKU00556,Graphic Tees,5,66.75,40.5
4,Nordstrom,SKU00567,Graphic Tees,9,269.1,170.01
5,Nordstrom,SKU00003,Accessories,5,73.45,44.1
5,Nordstrom,SKU00022,Women's Denim,3,122.64,63.3
5,Nordstrom,SKU00024,Graphic Tees,3,72.27,39.81
5,Nordstrom,SKU00039,Activewear,2,54.24,27.64
5,Nordstrom,SKU00064,Graphic Tees,1,18.21,10.34
5,Nordstrom,SKU00087,Accessories,6,133.44,85.26
5,Nordstrom,SKU00130,Tops & Blouses,2,41.36,23.96
5,Nordstrom,SKU00161,Graphic Tees,13,260.39,147.81
5,Nordstrom,SKU00183,Seasonal Capsule,1,63.09,34.32
5,Nordstrom,SKU00203,Women's Denim,10,463.7,273.0
5,Nordstrom,SKU00218,Accessories,2,54.34,34.14
5,Nordstrom,SKU00273,Loungewear,1,28.16,16.1
5,Nordstrom,SKU00280,Accessories,3,54.24,33.09
5,Nordstrom,SKU00307,Tops & Blouses,1,28.38,15.29
5,Nordstrom,SKU00308,Aerie Intimates,7,234.01,144.83
5,Nordstrom,SKU00339,Tops & Blouses,1,25.45,13.35
5,Nordstrom,SKU00343,Women's Denim,2,83.9,44.06
5,Nordstrom,SKU00345,Graphic Tees,3,67.35,41.61
5,Nordstrom,SKU00358,Outerwear,4,442.6,201.56
5,Nordstrom,SKU00360,Outerwear,3,381.12,185.55
5,Nordstrom,SKU00363,Tops & Blouses,3,113.43,66.18
5,Nordstrom,SKU00460,Men's Denim,1,59.31,31.79
5,Nordstrom,SKU00470,Seasonal Capsule,9,842.31,436.86
5,Nordstrom,SKU00496,Graphic Tees,8,125.52,73.36
5,Nordstrom,SKU00548,Activewear,2,62.6,34.14
5,Nordstrom,SKU00553,Outerwear,1,120.58,60.42
5,Nordstrom,SKU00556,Graphic Tees,4,53.4,32.4
5,Nordstrom,SKU00567,Graphic Tees,7,209.3,132.23
5,Nordstrom,SKU00594,Graphic Tees,9,136.89,80.28
6,Nordstrom,SKU00003,Accessories,5,73.45,44.1
6,Nordstrom,SKU00014,Women's Denim,3,150.18,84.15
6,Nordstrom,SKU00022,Women's Denim,3,122.64,63.3
6,Nordstrom,SKU00024,Graphic Tees,3,72.27,39.81
6,Nordstrom,SKU00027,Women's Denim,4,251.72,128.68
6,Nordstrom,SKU00039,Activewear,2,54.24,27.64
6,Nordstrom,SKU00064,Graphic Tees,2,36.42,20.68
6,Nordstrom,SKU00087,Accessories,7,155.68,99.47
6,Nordstrom,SKU00130,Tops & Blouses,2,41.36,23.96
6,Nordstrom,SKU00161,Graphic Tees,16,320.48,181.92
6,Nordstrom,SKU00203,Women's Denim,11,510.07,300.3
6,Nordstrom,SKU00218,Accessories,2,54.34,34.14
6,Nordstrom,SKU00273,Loungewear,1,28.16,16.1
6,Nordstrom,SKU00280,Accessories,3,54.24,33.09
6,Nordstrom,SKU00307,Tops & Blouses,1,28.38,15.29
6,Nordstrom,SKU00308,Aerie Intimates,6,200.58,124.14
6,Nordstrom,SKU00321,Outerwear,5,357.6,189.45
6,Nordstrom,SKU00339,Tops & Blouses,1,25.45,13.35
6,Nordstrom,SKU00343,Women's Denim,2,83.9,44.06
6,Nordstrom,SKU00345,Graphic Tees,3,67.35,41.61
6,Nordstrom,SKU00358,Outerwear,4,442.6,201.56
6,Nordstrom,SKU00360,Outerwear,3,381.12,185.55
6,Nordstrom,SKU00363,Tops & Blouses,2,75.62,44.12
6,Nordstrom,SKU00366,Graphic Tees,5,83.2,50.2
6,Nordstrom,SKU00460,Men's Denim,1,59.31,31.79
6,Nordstrom,SKU00470,Seasonal Capsule,9,842.31,436.86
6,Nordstrom,SKU00496,Graphic Tees,10,156.9,91.7
6,Nordstrom,SKU00548,Activewear,2,62.6,34.14
6,Nordstrom,SKU00553,Outerwear,1,120.58,60.42
6,Nordstrom,SKU00556,Graphic Tees,5,66.75,40.5
6,Nordstrom,SKU00567,Graphic Tees,9,269.1,170.01
6,Nordstrom,SKU00594,Graphic Tees,11,167.31,98.12
7,Nordstrom,SKU00003,Accessories,5,73.45,44.1
7,Nordstrom,SKU00014,Women's Denim,3,150.18,84.15
7,Nordstrom,SKU00022,Women's Denim,3,122.64,63.3
7,Nordstrom,SKU00024,Graphic Tees,3,72.27,39.81
7,Nordstrom,SKU00027,Women's Denim,4,251.72,128.68
7,Nordstrom,SKU00039,Activewear,2,54.24,27.64
7,Nordstrom,SKU00064,Graphic Tees,2,36.42,20.68
7,Nordstrom,SKU00087,Accessories,7,155.68,99.47
7,Nordstrom,SKU00130,Tops & Blouses,3,62.04,35.94
7,Nordstrom,SKU00161,Graphic Tees,16,320.48,181.92
7,Nordstrom,SKU00164,Tops & Blouses,2,42.06,24.0
7,Nordstrom,SKU00203,Women's Denim,11,510.07,300.3
7,Nordstrom,SKU00214,Women's Denim,6,418.5,245.04
7,Nordstrom,SKU00218,Accessories,2,54.34,34.14
7,Nordstrom,SKU00273,Loungewear,1,28.16,16.1
7,Nordstrom,SKU00280,Accessories,3,54.24,33.09
7,Nordstrom,SKU00305,Accessories,2,55.84,36.28
7,Nordstrom,SKU00307,Tops & Blouses,1,28.38,15.29
7,Nordstrom,SKU00308,Aerie Intimates,6,200.58,124.14
7,Nordstrom,SKU00321,Outerwear,5,357.6,189.45
7,Nordstrom,SKU00339,Tops & Blouses,1,25.45,13.35
7,Nordstrom,SKU00343,Women's Denim,2,83.9,44.06
7,Nordstrom,SKU00345,Graphic Tees,3,67.35,41.61
7,Nordstrom,SKU00358,Outerwear,4,442.6,201.56
7,Nordstrom,SKU00360,Outerwear,3,381.12,185.55
7,Nordstrom,SKU00363,Tops & Blouses,3,113.43,66.18
7,Nordstrom,SKU00366,Graphic Tees,5,83.2,50.2
7,Nordstrom,SKU00369,Women's Denim,3,200.67,100.56
7,Nordstrom,SKU00460,Men's Denim,1,59.31,31.79
7,Nordstrom,SKU00470,Seasonal Capsule,8,748.72,388.32
7,Nordstrom,SKU00496,Graphic Tees,10,156.9,91.7
7,Nordstrom,SKU00497,Outerwear,5,496.5,227.65
7,Nordstrom,SKU00533,Seasonal Capsule,2,98.44,47.16
7,Nordstrom,SKU00548,Activewear,2,62.6,34.14
7,Nordstrom,SKU00553,Outerwear,1,120.58,60.42
7,Nordstrom,SKU00556,Graphic Tees,5,66.75,40.5
7,Nordstrom,SKU00567,Graphic Tees,9,269.1,170.01
7,Nordstrom,SKU00594,Graphic Tees,11,167.31,98.12
8,Nordstrom,SKU00003,Accessories,5,73.45,44.1
8,Nordstrom,SKU00014,Women's Denim,3,150.18,84.15
8,Nordstrom,SKU00022,Women's Denim,3,122.64,63.3
8,Nordstrom,SKU00024,Graphic Tees,3,72.27,39.81
8,Nordstrom,SKU00027,Women's Denim,4,251.72,128.68
8,Nordstrom,SKU00029,Outerwear,2,182.48,88.32
8,Nordstrom,SKU00039,Activewear,1,27.12,13.82
8,Nordstrom,SKU00053,Seasonal Capsule,4,130.92,64.08
8,Nordstrom,SKU00064,Graphic Tees,1,18.21,10.34
8,Nordstrom,SKU00087,Accessories,6,133.44,85.26
8,Nordstrom,SKU00130,Tops & Blouses,2,41.36,23.96
8,Nordstrom,SKU00161,Graphic Tees,14,280.42,159.18
8,Nordstrom,SKU00164,Tops & Blouses,2,42.06,24.0
8,Nordstrom,SKU00203,Women's Denim,11,510.07,300.3
8,Nordstrom,SKU00214,Women's Denim,6,418.5,245.04
8,Nordstrom,SKU00218,Accessories,2,54.34,34.14
8,Nordstrom,SKU00273,Loungewear,1,28.16,16.1
8,Nordstrom,SKU00280,Accessories,3,54.24,33.09
8,Nordstrom,SKU00305,Accessories,1,27.92,18.14
8,Nordstrom,SKU00307,Tops & Blouses,1,28.38,15.29
8,Nordstrom,SKU00308,Aerie Intimates,7,234.01,144.83
8,Nordstrom,SKU00321,Outerwear,5,357.6,189.45
8,Nordstrom,SKU00339,Tops & Blouses,1,25.45,13.35
8,Nordstrom,SKU00343,Women's Denim,2,83.9,44.06
8,Nordstrom,SKU00345,Graphic Tees,3,67.35,41.61
8,Nordstrom,SKU00358,Outerwear,4,442.6,201.56
8,Nordstrom,SKU00360,Outerwear,3,381.12,185.55
8,Nordstrom,SKU00363,Tops & Blouses,2,75.62,44.12
8,Nordstrom,SKU00366,Graphic Tees,5,83.2,50.2
8,Nordstrom,SKU00369,Women's Denim,3,200.67,100.56
8,Nordstrom,SKU00370,Men's Denim,3,239.49,116.73
8,Nordstrom,SKU00460,Men's Denim,1,59.31,31.79
8,Nordstrom,SKU00470,Seasonal Capsule,7,655.13,339.78
8,Nordstrom,SKU00488,Aerie Intimates,2,62.72,36.52
8,Nordstrom,SKU00496,Graphic Tees,9,141.21,82.53
8,Nordstrom,SKU00497,Outerwear,5,496.5,227.65
8,Nordstrom,SKU00533,Seasonal Capsule,2,98.44,47.16
