Fiscal_Year,Week_Index,Season,Partner,Category,Planned_Units,Allocated_Units,Backorder_Units,Actual_Units,Actual_Revenue,Actual_GM_Dollars,Avg_Fill_Rate,Avg_Forecast_Accuracy,Avg_Markdown_Rate,Actual_GM_Pct
2024,47,Holiday,Macy's,Outerwear,71,55,16,53,4488.38,1961.26,0.8078571428571429,0.7784285714285714,0.10228571428571429,0.437
2024,47,Holiday,Macy's,Seasonal Capsule,4,4,0,4,248.88,92.76,1.0,1.0,0.154,0.373
2024,47,Holiday,Macy's,Tops & Blouses,95,69,26,66,2325.06,1222.91,0.7636666666666667,0.7511666666666668,0.10088888888888889,0.526
2024,47,Holiday,Macy's,Women's Denim,266,197,69,191,9646.19,4785.28,0.6753846153846154,0.6341538461538462,0.11399999999999999,0.496
2024,47,Holiday,Nordstrom,Accessories,55,25,30,25,735.04,433.46000000000004,0.4166666666666667,0.4166666666666667,0.11983333333333333,0.59
2024,47,Holiday,Nordstrom,Activewear,76,38,38,38,1601.8,860.94,0.5263157894736842,0.5146315789473684,0.09294736842105263,0.537
2024,47,Holiday,Nordstrom,Aerie Intimates,84,27,57,26,644.62,362.18,0.5145,0.513375,0.10918749999999999,0.562
2024,47,Holiday,Nordstrom,Graphic Tees,136,31,105,29,628.15,354.28999999999996,0.26890909090909093,0.24995454545454543,0.12822727272727275,0.564
2024,47,Holiday,Nordstrom,Loungewear,72,34,38,33,1270.3200000000002,684.95,0.47368421052631576,0.43247368421052634,0.09805263157894736,0.539
2024,47,Holiday,Nordstrom,Men's Denim,92,42,50,42,2644.4900000000002,1303.27,0.5787878787878789,0.5717272727272728,0.08403030303030304,0.493
2024,47,Holiday,Nordstrom,Outerwear,72,23,49,22,1684.1599999999999,712.4300000000001,0.3333333333333333,0.3439333333333333,0.10926666666666666,0.423
2024,47,Holiday,Nordstrom,Seasonal Capsule,8,8,0,8,377.41,160.38,1.0,1.0,0.12066666666666666,0.425
2024,47,Holiday,Nordstrom,Tops & Blouses,78,37,41,36,1278.38,692.44,0.5561764705882353,0.5337647058823529,0.09064705882352941,0.542
2024,47,Holiday,Nordstrom,Women's Denim,195,82,113,80,4063.12,2060.99,0.29375,0.27634375,0.1149375,0.507
2024,47,Holiday,NuOrder_Direct,Accessories,57,49,8,45,1161.35,682.72,0.8446666666666666,0.7863333333333333,0.121,0.588
2024,47,Holiday,NuOrder_Direct,Activewear,79,73,6,71,2796.4,1425.8899999999999,0.9456521739130435,0.9267826086956521,0.09895652173913043,0.51
2024,47,Holiday,NuOrder_Direct,Aerie Intimates,131,125,6,117,2897.44,1559.8899999999999,0.9554347826086957,0.9133478260869566,0.1021304347826087,0.538
2024,47,Holiday,NuOrder_Direct,Graphic Tees,130,109,21,102,1995.28,1060.8,0.9119545454545454,0.8682272727272727,0.12722727272727272,0.532
2024,47,Holiday,NuOrder_Direct,Loungewear,69,66,3,64,2492.87,1275.03,0.967391304347826,0.9405652173913043,0.09791304347826087,0.511
2024,47,Holiday,NuOrder_Direct,Men's Denim,112,105,7,105,5829.03,2757.06,0.9223157894736843,0.9103157894736842,0.09836842105263158,0.473
2024,47,Holiday,NuOrder_Direct,Outerwear,46,43,3,42,3910.92,1674.04,0.9388333333333333,0.8965,0.11908333333333333,0.428
2024,47,Holiday,NuOrder_Direct,Seasonal Capsule,3,3,0,3,204.0,73.46000000000001,1.0,1.0,0.172,0.36
2024,47,Holiday,NuOrder_Direct,Tops & Blouses,62,55,7,52,1716.03,876.0799999999999,0.9243529411764706,0.8963529411764706,0.1038235294117647,0.511
2024,47,Holiday,NuOrder_Direct,Women's Denim,128,124,4,120,5839.32,2835.23,0.9440000000000001,0.91684,0.11544,0.486
2024,47,Holiday,Zappos,Accessories,26,4,22,4,52.96,30.04,0.14285714285714285,0.1142857142857143,0.13014285714285714,0.567
2024,47,Holiday,Zappos,Activewear,39,13,26,13,652.32,352.88,0.38461538461538464,0.38461538461538464,0.10946153846153847,0.541
2024,47,Holiday,Zappos,Aerie Intimates,87,40,47,39,1144.68,646.0,0.5,0.4698,0.10253333333333334,0.564
2024,47,Holiday,Zappos,Graphic Tees,26,1,25,1,17.9,11.2,0.14285714285714285,0.14285714285714285,0.12757142857142859,0.626
2024,47,Holiday,Zappos,Loungewear,32,6,26,6,233.98999999999998,114.27,0.22916666666666666,0.22916666666666666,0.12258333333333332,0.488
2024,47,Holiday,Zappos,Men's Denim,62,33,29,33,1974.39,972.5699999999999,0.5652173913043478,0.5492608695652174,0.07834782608695652,0.493
2024,47,Holiday,Zappos,Outerwear,46,19,27,19,1530.4,674.6899999999999,0.27692307692307694,0.26592307692307693,0.107,0.441
2024,47,Holiday,Zappos,Seasonal Capsule,1,0,1,0,0.0,0.0,0.0,0.0,0.179,
2024,47,Holiday,Zappos,Tops & Blouses,20,17,3,16,608.01,328.74,0.7778333333333333,0.7221666666666667,0.051666666666666666,0.541
2024,47,Holiday,Zappos,Women's Denim,74,45,29,41,2177.09,1108.01,0.42857142857142855,0.36528571428571427,0.10807142857142857,0.509
2024,48,Holiday,Amazon,Accessories,86,39,47,39,800.32,451.55,0.39999999999999997,0.3825,0.11599999999999999,0.564
2024,48,Holiday,Amazon,Activewear,84,48,36,45,1793.67,930.43,0.4666666666666667,0.4372666666666667,0.11533333333333333,0.519
2024,48,Holiday,Amazon,Aerie Intimates,196,84,112,84,2344.57,1269.25,0.4194375,0.395875,0.1175625,0.541
2024,48,Holiday,Amazon,Graphic Tees,236,85,151,83,1734.66,971.8000000000001,0.3544705882352941,0.3260588235294118,0.10329411764705883,0.56
2024,48,Holiday,Amazon,Loungewear,90,46,44,44,1859.32,1005.86,0.4984,0.43533333333333335,0.1066,0.541
2024,48,Holiday,Amazon,Men's Denim,164,76,88,74,4363.56,2136.61,0.509,0.49316666666666664,0.09496666666666667,0.49
2024,48,Holiday,Amazon,Outerwear,99,56,43,55,4255.21,1812.37,0.39518181818181813,0.35400000000000004,0.10845454545454546,0.426
2024,48,Holiday,Amazon,Seasonal Capsule,12,6,6,6,256.44,127.2,0.3333333333333333,0.2856666666666667,0.14566666666666667,0.496
2024,48,Holiday,Amazon,Tops & Blouses,90,26,64,26,839.63,460.90999999999997,0.3660625,0.3660625,0.1084375,0.549
2024,48,Holiday,Amazon,Women's Denim,125,28,97,28,1306.8600000000001,683.34,0.29411764705882354,0.2810588235294118,0.12158823529411766,0.523
2024,48,Holiday,Macy's,Accessories,144,86,58,86,2288.34,1384.75,0.5462631578947368,0.5227368421052632,0.1253157894736842,0.605
2024,48,Holiday,Macy's,Activewear,203,130,73,125,5318.8,2717.18,0.6423870967741936,0.6224838709677419,0.11219354838709678,0.511
2024,48,Holiday,Macy's,Aerie Intimates,199,110,89,106,2924.52,1579.47,0.5133181818181818,0.5035909090909091,0.11204545454545455,0.54
2024,48,Holiday,Macy's,Graphic Tees,221,111,110,104,2185.07,1209.65,0.5804642857142858,0.5635714285714285,0.12464285714285715,0.554
2024,48,Holiday,Macy's,Loungewear,168,106,62,103,4019.11,2144.18,0.7008387096774193,0.6830322580645161,0.09496774193548387,0.533
2024,48,Holiday,Macy's,Men's Denim,262,172,90,166,9376.78,4544.38,0.676530612244898,0.6524285714285715,0.10040816326530612,0.485
2024,48,Holiday,Macy's,Outerwear,77,57,20,56,4711.21,2025.25,0.7004285714285715,0.695857142857143,0.11028571428571429,0.43
2024,48,Holiday,Macy's,Seasonal Capsule,5,5,0,5,294.49,114.46000000000001,1.0,1.0,0.089,0.389
2024,48,Holiday,Macy's,Tops & Blouses,118,92,26,91,3167.15,1663.21,0.7603684210526316,0.7425263157894737,0.09373684210526316,0.525
2024,48,Holiday,Macy's,Women's Denim,300,214,86,201,10019.73,4981.98,0.6299743589743589,0.612948717948718,0.1168974358974359,0.497
2024,48,Holiday,Nordstrom,Accessories,72,33,39,30,867.04,510.24,0.4166666666666667,0.3729166666666666,0.11991666666666667,0.588
2024,48,Holiday,Nordstrom,Activewear,100,48,52,46,1875.7800000000002,994.2900000000001,0.49926315789473685,0.4952105263157895,0.09768421052631578,0.53
2024,48,Holiday,Nordstrom,Aerie Intimates,87,27,60,27,677.37,381.01,0.452,0.44156249999999997,0.1156875,0.562
2024,48,Holiday,Nordstrom,Graphic Tees,143,56,87,55,1246.87,696.53,0.4102272727272727,0.38577272727272727,0.12418181818181818,0.559
2024,48,Holiday,Nordstrom,Loungewear,78,38,40,38,1589.43,856.21,0.475,0.45664999999999994,0.09595000000000001,0.539
2024,48,Holiday,Nordstrom,Men's Denim,109,47,62,46,2914.1,1450.46,0.5656666666666668,0.5656666666666668,0.08742424242424242,0.498
2024,48,Holiday,Nordstrom,Outerwear,69,24,45,24,1786.15,748.65,0.39285714285714285,0.3627142857142857,0.11014285714285714,0.419
2024,48,Holiday,Nordstrom,Seasonal Capsule,7,6,1,6,305.29,127.46000000000001,0.8333333333333334,0.8333333333333334,0.12033333333333333,0.418
2024,48,Holiday,Nordstrom,Tops & Blouses,91,52,39,49,1651.59,881.48,0.6348235294117647,0.6133529411764705,0.09641176470588235,0.534
2024,48,Holiday,Nordstrom,Women's Denim,178,73,105,69,3534.3999999999996,1792.97,0.29340625,0.2826875,0.1189375,0.507
2024,48,Holiday,NuOrder_Direct,Accessories,69,65,4,65,1723.54,1041.84,0.8904615384615385,0.8610769230769232,0.11007692307692309,0.604
2024,48,Holiday,NuOrder_Direct,Activewear,79,73,6,71,2790.49,1424.0900000000001,0.9456521739130435,0.9216521739130435,0.10182608695652175,0.51
2024,48,Holiday,NuOrder_Direct,Aerie Intimates,136,130,6,126,3141.04,1692.71,0.9536086956521739,0.9169130434782609,0.10160869565217392,0.539
2024,48,Holiday,NuOrder_Direct,Graphic Tees,109,86,23,84,1669.85,884.72,0.89125,0.8771000000000001,0.13405,0.53
2024,48,Holiday,NuOrder_Direct,Loungewear,69,66,3,65,2544.57,1297.85,0.967391304347826,0.9285652173913043,0.10439130434782608,0.51
2024,48,Holiday,NuOrder_Direct,Men's Denim,104,102,2,96,5326.24,2512.2,0.9605263157894737,0.9178421052631579,0.10189473684210526,0.472
2024,48,Holiday,NuOrder_Direct,Outerwear,52,46,6,43,3931.15,1637.4199999999998,0.9416666666666668,0.9082500000000001,0.12475000000000001,0.417
2024,48,Holiday,NuOrder_Direct,Seasonal Capsule,3,3,0,3,202.09,71.55,1.0,1.0,0.18,0.354
2024,48,Holiday,NuOrder_Direct,Tops & Blouses,56,51,5,49,1627.22,836.61,0.9388888888888888,0.9174444444444444,0.10116666666666668,0.514
2024,48,Holiday,NuOrder_Direct,Women's Denim,125,124,1,118,5791.45,2812.75,0.9615384615384616,0.9143461538461538,0.11415384615384615,0.486
2024,48,Holiday,Zappos,Accessories,23,3,20,3,39.78,22.59,0.14285714285714285,0.14285714285714285,0.13542857142857143,0.568
2024,48,Holiday,Zappos,Activewear,45,15,30,15,716.8199999999999,383.34,0.42857142857142855,0.42857142857142855,0.10871428571428572,0.535
2024,48,Holiday,Zappos,Aerie Intimates,87,40,47,38,1113.71,625.47,0.5,0.48886666666666667,0.10166666666666666,0.562
2024,48,Holiday,Zappos,Graphic Tees,23,1,22,1,17.41,10.71,0.14285714285714285,0.14285714285714285,0.1357142857142857,0.615
2024,48,Holiday,Zappos,Loungewear,25,2,23,2,66.31,32.86,0.12118181818181818,0.12118181818181818,0.11572727272727272,0.496
2024,48,Holiday,Zappos,Men's Denim,42,20,22,20,1177.77,578.54,0.5238095238095238,0.5238095238095238,0.08538095238095238,0.491
2024,48,Holiday,Zappos,Outerwear,39,15,24,15,1211.78,529.45,0.25,0.22176923076923077,0.11123076923076923,0.437
2024,48,Holiday,Zappos,Seasonal Capsule,1,0,1,0,0.0,0.0,0.0,0.0,0.172,
2024,48,Holiday,Zappos,Tops & Blouses,22,14,8,14,531.5,285.16,0.6666666666666666,0.6666666666666666,0.05616666666666667,0.537
2024,48,Holiday,Zappos,Women's Denim,64,38,26,36,1942.79,985.06,0.42857142857142855,0.4002142857142857,0.11107142857142857,0.507
2024,49,Holiday,Amazon,Accessories,104,51,53,50,1076.01,646.13,0.41023076923076923,0.36115384615384616,0.11053846153846154,0.6
2024,49,Holiday,Amazon,Activewear,110,43,67,41,1654.6599999999999,876.09,0.39366666666666666,0.36466666666666664,0.12266666666666667,0.529
2024,49,Holiday,Amazon,Aerie Intimates,280,138,142,134,3906.71,2101.86,0.4107058823529412,0.3944705882352941,0.11770588235294117,0.538
2024,49,Holiday,Amazon,Graphic Tees,212,62,150,61,1283.02,720.65,0.30211764705882355,0.2761176470588235,0.11264705882352942,0.562
2024,49,Holiday,Amazon,Loungewear,94,40,54,40,1655.0900000000001,914.4200000000001,0.4305333333333333,0.41906666666666664,0.10846666666666667,0.552
2024,49,Holiday,Amazon,Men's Denim,192,83,109,80,4723.19,2315.6,0.48082758620689653,0.4582758620689655,0.0960344827586207,0.49
2024,49,Holiday,Amazon,Outerwear,83,47,36,44,3362.44,1434.05,0.4524166666666667,0.418,0.10525,0.426
2024,49,Holiday,Amazon,Seasonal Capsule,12,6,6,6,258.36,129.12,0.3333333333333333,0.2856666666666667,0.149,0.5
2024,49,Holiday,Amazon,Tops & Blouses,98,25,73,24,730.44,414.12,0.36092857142857143,0.354,0.09664285714285714,0.567
2024,49,Holiday,Amazon,Women's Denim,185,54,131,51,2378.6600000000003,1235.54,0.3416666666666667,0.32055555555555554,0.11750000000000001,0.519
2024,49,Holiday,Macy's,Accessories,128,77,51,72,1876.8200000000002,1135.57,0.5862499999999999,0.5138,0.12725,0.605
2024,49,Holiday,Macy's,Activewear,172,102,70,101,4244.74,2156.89,0.610225806451613,0.5923870967741935,0.11758064516129033,0.508
2024,49,Holiday,Macy's,Aerie Intimates,244,141,103,139,4086.4,2228.96,0.5395217391304348,0.5229130434782608,0.11156521739130436,0.545
2024,49,Holiday,Macy's,Graphic Tees,239,116,123,113,2332.02,1283.32,0.5246296296296297,0.5056666666666667,0.12562962962962962,0.55
2024,49,Holiday,Macy's,Loungewear,200,128,72,124,4907.55,2609.4,0.6714516129032259,0.6506129032258064,0.10245161290322581,0.532
2024,49,Holiday,Macy's,Men's Denim,262,165,97,160,9016.75,4298.03,0.68725,0.6742291666666667,0.10416666666666667,0.477
2024,49,Holiday,Macy's,Outerwear,104,77,27,76,6044.73,2640.59,0.666,0.657,0.10800000000000001,0.437
2024,49,Holiday,Macy's,Seasonal Capsule,5,2,3,2,105.35,42.41,0.625,0.625,0.104,0.403
2024,49,Holiday,Macy's,Tops & Blouses,97,72,25,72,2556.86,1344.25,0.7854117647058824,0.7394117647058823,0.08805882352941176,0.526
2024,49,Holiday,Macy's,Women's Denim,293,202,91,197,9872.369999999999,4885.83,0.5977692307692307,0.5623076923076923,0.123,0.495
2024,49,Holiday,Nordstrom,Accessories,58,24,34,23,674.94,401.78,0.375,0.3685833333333333,0.12408333333333332,0.595
2024,49,Holiday,Nordstrom,Activewear,90,40,50,40,1651.74,883.54,0.47368421052631576,0.45394736842105265,0.1011578947368421,0.535
2024,49,Holiday,Nordstrom,Aerie Intimates,132,73,59,72,2017.48,1103.6,0.5347222222222222,0.5205555555555557,0.10561111111111111,0.547
2024,49,Holiday,Nordstrom,Graphic Tees,123,40,83,37,822.17,464.64,0.3983636363636363,0.3820909090909091,0.1205,0.565
2024,49,Holiday,Nordstrom,Loungewear,70,31,39,30,1287.0,693.57,0.42915000000000003,0.42915000000000003,0.0988,0.539
2024,49,Holiday,Nordstrom,Men's Denim,84,29,55,29,1850.16,919.16,0.49665625,0.49509375,0.095375,0.497
2024,49,Holiday,Nordstrom,Outerwear,78,34,44,34,2685.36,1163.45,0.4174,0.396,0.1056,0.433
2024,49,Holiday,Nordstrom,Seasonal Capsule,8,5,3,5,186.88,86.94,0.6666666666666666,0.6666666666666666,0.13733333333333334,0.465
2024,49,Holiday,Nordstrom,Tops & Blouses,74,38,36,37,1200.72,649.5,0.5668235294117646,0.5473529411764706,0.09664705882352942,0.541
2024,49,Holiday,Nordstrom,Women's Denim,196,88,108,85,4338.6,2186.94,0.33206060606060606,0.30557575757575756,0.11800000000000001,0.504
2024,49,Holiday,NuOrder_Direct,Accessories,70,63,7,59,1549.53,929.53,0.8577692307692307,0.8384615384615385,0.11807692307692307,0.6
2024,49,Holiday,NuOrder_Direct,Activewear,75,67,8,63,2468.98,1259.6,0.9318695652173913,0.8936086956521739,0.10791304347826088,0.51
2024,49,Holiday,NuOrder_Direct,Aerie Intimates,168,157,11,146,3775.1800000000003,2024.09,0.953,0.9071666666666666,0.10591666666666666,0.536
2024,49,Holiday,NuOrder_Direct,Graphic Tees,103,94,9,89,1771.6599999999999,938.37,0.9358095238095239,0.8686666666666667,0.11942857142857143,0.53
2024,49,Holiday,NuOrder_Direct,Loungewear,78,70,8,70,2712.41,1378.57,0.9404583333333334,0.9184166666666668,0.10591666666666666,0.508
2024,49,Holiday,NuOrder_Direct,Men's Denim,115,112,3,106,5861.17,2761.33,0.9572162162162162,0.9404054054054054,0.10278378378378378,0.471
2024,49,Holiday,NuOrder_Direct,Outerwear,50,48,2,46,4054.4900000000002,1746.62,0.9692307692307692,0.9325384615384616,0.10592307692307693,0.431
2024,49,Holiday,NuOrder_Direct,Seasonal Capsule,6,6,0,6,382.27,155.28,1.0,1.0,0.13866666666666666,0.406
2024,49,Holiday,NuOrder_Direct,Tops & Blouses,65,58,7,55,1847.85,959.8199999999999,0.93125,0.888875,0.0829375,0.519
2024,49,Holiday,NuOrder_Direct,Women's Denim,136,131,5,122,5902.63,2857.16,0.9714285714285714,0.9346071428571429,0.11339285714285714,0.484
2024,49,Holiday,Zappos,Accessories,28,8,20,7,146.58,92.91,0.25,0.208375,0.12637500000000002,0.634
2024,49,Holiday,Zappos,Activewear,45,8,37,8,452.46,249.11,0.35714285714285715,0.35714285714285715,0.11371428571428573,0.551
2024,49,Holiday,Zappos,Aerie Intimates,76,25,51,25,690.02,402.40999999999997,0.5,0.49260000000000004,0.1028,0.583
2024,49,Holiday,Zappos,Graphic Tees,23,1,22,1,17.5,10.8,0.14285714285714285,0.14285714285714285,0.13571428571428573,0.617
2024,49,Holiday,Zappos,Loungewear,23,2,21,2,65.85,32.4,0.12118181818181818,0.12118181818181818,0.12427272727272727,0.492
2024,49,Holiday,Zappos,Men's Denim,57,28,29,27,1598.96,786.0500000000001,0.5217391304347826,0.5144782608695653,0.08756521739130436,0.492
2024,49,Holiday,Zappos,Outerwear,39,15,24,15,1172.08,506.19,0.2436153846153846,0.2436153846153846,0.11615384615384615,0.432
2024,49,Holiday,Zappos,Seasonal Capsule,1,0,1,0,0.0,0.0,0.0,0.0,0.181,
2024,49,Holiday,Zappos,Tops & Blouses,24,17,7,17,606.85,328.51,0.7142857142857143,0.7142857142857143,0.055142857142857146,0.541
2024,49,Holiday,Zappos,Women's Denim,62,39,23,38,1992.8600000000001,1004.66,0.4666666666666667,0.4666666666666667,0.10733333333333332,0.504
2024,50,Holiday,Amazon,Accessories,118,56,62,53,1126.25,676.9399999999999,0.40384615384615385,0.3718461538461538,0.11223076923076923,0.601
2024,50,Holiday,Amazon,Activewear,94,28,66,28,1104.91,593.34,0.3333333333333333,0.2984,0.12433333333333334,0.537
2024,50,Holiday,Amazon,Aerie Intimates,277,114,163,114,3209.6699999999996,1724.07,0.3497647058823529,0.33594117647058824,0.11776470588235292,0.537
2024,50,Holiday,Amazon,Graphic Tees,243,80,163,76,1598.47,888.28,0.3668888888888889,0.35755555555555557,0.10944444444444444,0.556
2024,50,Holiday,Amazon,Loungewear,89,38,51,37,1534.62,842.8100000000001,0.41906666666666664,0.3781333333333333,0.11193333333333334,0.549
2024,50,Holiday,Amazon,Men's Denim,172,69,103,69,4000.83,1951.55,0.41379310344827586,0.41379310344827586,0.09772413793103449,0.488
2024,50,Holiday,Amazon,Outerwear,128,78,50,75,5735.38,2428.7400000000002,0.4810833333333333,0.46108333333333335,0.11491666666666667,0.423
2024,50,Holiday,Amazon,Seasonal Capsule,10,6,4,6,254.58,125.34,0.5,0.5,0.122,0.492
2024,50,Holiday,Amazon,Tops & Blouses,95,26,69,25,744.3199999999999,418.77,0.36985714285714283,0.33999999999999997,0.1005,0.563
2024,50,Holiday,Amazon,Women's Denim,197,55,142,54,2523.38,1307.49,0.3398888888888889,0.3075,0.12466666666666665,0.518
2024,50,Holiday,Macy's,Accessories,139,86,53,81,2110.77,1282.87,0.48529999999999995,0.47275,0.12825,0.608
2024,50,Holiday,Macy's,Activewear,150,99,51,99,4208.54,2106.85,0.6686333333333334,0.6509333333333333,0.12546666666666667,0.501
2024,50,Holiday,Macy's,Aerie Intimates,258,142,116,139,4042.42,2198.58,0.5321250000000001,0.519625,0.11695833333333333,0.544
2024,50,Holiday,Macy's,Graphic Tees,202,113,89,110,2239.51,1221.8200000000002,0.629,0.61896,0.12288,0.546
2024,50,Holiday,Macy's,Loungewear,184,119,65,114,4333.16,2288.94,0.707,0.6734375,0.10756249999999999,0.528
2024,50,Holiday,Macy's,Men's Denim,201,130,71,128,7188.3,3418.8,0.668804347826087,0.6547826086956522,0.1057391304347826,0.476
2024,50,Holiday,Macy's,Outerwear,87,65,22,64,5184.11,2268.99,0.6295999999999999,0.6026,0.1108,0.438
2024,50,Holiday,Macy's,Seasonal Capsule,8,4,4,3,133.77,70.95,0.5,0.375,0.115,0.53
2024,50,Holiday,Macy's,Tops & Blouses,112,96,16,90,3142.31,1651.71,0.7577894736842105,0.7027894736842105,0.0891578947368421,0.526
2024,50,Holiday,Macy's,Women's Denim,356,243,113,233,11631.4,5721.7,0.5989743589743589,0.5894615384615385,0.12571794871794872,0.492
2024,50,Holiday,Nordstrom,Accessories,58,22,36,22,639.22,381.29999999999995,0.3333333333333333,0.31816666666666665,0.12916666666666668,0.597
2024,50,Holiday,Nordstrom,Activewear,88,27,61,26,1149.97,626.3299999999999,0.34768421052631576,0.32894736842105265,0.10721052631578946,0.545
2024,50,Holiday,Nordstrom,Aerie Intimates,147,80,67,78,2263.35,1253.59,0.4904736842105263,0.46189473684210525,0.10505263157894737,0.554
2024,50,Holiday,Nordstrom,Graphic Tees,127,45,82,43,930.38,520.96,0.4484285714285714,0.41119047619047616,0.11219047619047619,0.56
2024,50,Holiday,Nordstrom,Loungewear,67,27,40,27,1140.34,618.8199999999999,0.4125,0.40535,0.10129999999999999,0.543
2024,50,Holiday,Nordstrom,Men's Denim,109,51,58,51,3149.3,1530.15,0.5875454545454545,0.586121212121212,0.10027272727272728,0.486
2024,50,Holiday,Nordstrom,Outerwear,78,34,44,32,2574.0,1094.55,0.4516,0.43879999999999997,0.11146666666666666,0.425
2024,50,Holiday,Nordstrom,Seasonal Capsule,11,7,4,7,290.48,145.38,0.625,0.625,0.12325,0.5
2024,50,Holiday,Nordstrom,Tops & Blouses,70,31,39,30,965.87,523.03,0.4882352941176471,0.48176470588235293,0.10523529411764707,0.542
2024,50,Holiday,Nordstrom,Women's Denim,174,68,106,66,3428.4700000000003,1721.25,0.28106060606060607,0.26321212121212123,0.1230909090909091,0.502
2024,50,Holiday,NuOrder_Direct,Accessories,67,62,5,59,1576.6399999999999,945.89,0.8717692307692307,0.818923076923077,0.12199999999999998,0.6
2024,50,Holiday,NuOrder_Direct,Activewear,70,66,4,65,2514.71,1271.13,0.9630434782608696,0.9576086956521739,0.11399999999999999,0.505
2024,50,Holiday,NuOrder_Direct,Aerie Intimates,158,153,5,151,3909.3,2094.81,0.963,0.9530799999999999,0.10583999999999999,0.536
2024,50,Holiday,NuOrder_Direct,Graphic Tees,95,94,1,91,1769.12,930.27,0.99,0.90485,0.11539999999999999,0.526
2024,50,Holiday,NuOrder_Direct,Loungewear,77,70,7,69,2658.48,1346.26,0.9367083333333334,0.9172916666666667,0.11083333333333334,0.506
2024,50,Holiday,NuOrder_Direct,Men's Denim,114,107,7,105,5799.4800000000005,2715.0099999999998,0.918,0.8912222222222224,0.10697222222222222,0.468
2024,50,Holiday,NuOrder_Direct,Outerwear,55,53,2,51,4538.54,1961.81,0.9733333333333333,0.9242,0.10513333333333333,0.432
2024,50,Holiday,NuOrder_Direct,Seasonal Capsule,5,4,1,4,241.0,105.52000000000001,0.75,0.75,0.11900000000000001,0.438
2024,50,Holiday,NuOrder_Direct,Tops & Blouses,59,55,4,53,1780.64,916.69,0.9441875,0.921875,0.0899375,0.515
2024,50,Holiday,NuOrder_Direct,Women's Denim,119,118,1,115,5559.01,2678.28,0.9629629629629629,0.9266666666666666,0.11833333333333333,0.482
2024,50,Holiday,Zappos,Accessories,33,9,24,9,183.18,114.66,0.25,0.204125,0.133875,0.626
2024,50,Holiday,Zappos,Activewear,41,6,35,6,356.13,194.29999999999998,0.2692307692307692,0.2692307692307692,0.12223076923076923,0.546
2024,50,Holiday,Zappos,Aerie Intimates,91,28,63,27,742.01,427.67,0.40625,0.38856250000000003,0.10775,0.576
2024,50,Holiday,Zappos,Graphic Tees,24,2,22,2,36.7,21.509999999999998,0.25,0.25,0.122625,0.586
2024,50,Holiday,Zappos,Loungewear,29,3,26,3,110.51,52.980000000000004,0.13636363636363635,0.13636363636363635,0.1320909090909091,0.479
2024,50,Holiday,Zappos,Men's Denim,59,29,30,28,1620.79,792.78,0.4782608695652174,0.47100000000000003,0.09056521739130435,0.489
2024,50,Holiday,Zappos,Outerwear,44,15,29,14,1059.59,451.15000000000003,0.21792307692307694,0.20084615384615387,0.12069230769230768,0.426
2024,50,Holiday,Zappos,Seasonal Capsule,3,2,1,2,91.02,49.14,0.5,0.5,0.1095,0.54
2024,50,Holiday,Zappos,Tops & Blouses,30,21,9,19,678.8100000000001,366.62,0.7142857142857143,0.6652857142857143,0.054714285714285715,0.54
2024,50,Holiday,Zappos,Women's Denim,78,48,30,46,2417.52,1207.0700000000002,0.4666666666666667,0.4389333333333333,0.11586666666666666,0.499
2024,51,Holiday,Amazon,Accessories,128,62,66,61,1307.28,784.3199999999999,0.4053076923076923,0.37323076923076925,0.11853846153846154,0.6
2024,51,Holiday,Amazon,Activewear,100,46,54,43,2132.96,1152.33,0.4375,0.40925,0.11156250000000001,0.54
2024,51,Holiday,Amazon,Aerie Intimates,344,130,214,119,3517.41,1917.6100000000001,0.3195882352941176,0.29305882352941176,0.12888235294117645,0.545
2024,51,Holiday,Amazon,Graphic Tees,279,69,210,69,1413.28,794.95,0.2838888888888889,0.2590555555555556,0.11305555555555556,0.562
2024,51,Holiday,Amazon,Loungewear,119,59,60,56,2426.63,1338.15,0.46725,0.42393749999999997,0.1085,0.551
2024,51,Holiday,Amazon,Men's Denim,162,66,96,64,3649.1400000000003,1761.54,0.4190333333333333,0.38930000000000003,0.10103333333333334,0.483
2024,51,Holiday,Amazon,Outerwear,122,62,60,61,4396.48,1828.07,0.42766666666666664,0.39891666666666664,0.11583333333333334,0.416
2024,51,Holiday,Amazon,Seasonal Capsule,5,5,0,4,163.92,77.76,1.0,0.8,0.085,0.474
2024,51,Holiday,Amazon,Tops & Blouses,103,20,83,20,627.85,354.54,0.35553333333333337,0.3422,0.1032,0.565
2024,51,Holiday,Amazon,Women's Denim,158,42,116,41,1889.2800000000002,970.9000000000001,0.3333333333333333,0.29383333333333334,0.13,0.514
2024,51,Holiday,Macy's,Accessories,139,85,54,82,2135.12,1299.58,0.50905,0.4697,0.1311,0.609
2024,51,Holiday,Macy's,Activewear,188,113,75,110,4873.64,2499.88,0.5401875,0.5393749999999999,0.11278125,0.513
2024,51,Holiday,Macy's,Aerie Intimates,258,145,113,139,4020.04,2165.77,0.4684166666666667,0.4359166666666667,0.12233333333333334,0.539
2024,51,Holiday,Macy's,Graphic Tees,206,117,89,113,2378.61,1307.71,0.5909130434782608,0.5389565217391304,0.1178695652173913,0.55
2024,51,Holiday,Macy's,Loungewear,189,127,62,124,4851.88,2579.47,0.7114545454545455,0.6627878787878788,0.10554545454545455,0.532
